slug,name,division,category,status,build_state,test_state,implementation_count,test_count,has_all_system_libraries,risk_hint,coding_path_status,next_coding_step,target_workflow,production_readiness_status,fully_coded,production_ready,path
crash-reporter-bot,Crash Reporter Bot,DreamCodeLab,monitoring,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crash-reporter-bot
creative-analytics-elite,Creative Performance Analytics,DreamArts,analytics,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/creative-analytics-elite
creative-brief-gen,Creative Brief Generator,DreamArts,creative-ops,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/creative-brief-gen
creative-writer,Creative Writer Agent,DreamContent,content,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/creative-writer
creative_studio_bot,Creative Studio Bot,DreamMarket,dreamco-system,active,built_and_test_covered,ready_for_test_run,3,1,True,standard,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_ready,True,True,bots/creative_studio_bot
creator_economy,Creator Economy,DreamFinance,dreamco-system,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_ready,True,True,bots/creator_economy
creator_empire,Creator Empire,DreamPayments,dreamco-system,active,built_and_test_covered,ready_for_test_run,12,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/creator_empire
credentialing-ai,Provider Credentialing AI,DreamHealth,credentialing,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/credentialing-ai
credit-optimizer,Credit Score Optimizer,DreamLoans,credit,active,built_and_test_covered,ready_for_test_run,1,2,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/credit-optimizer
credit-underwriter,AI Credit Risk Underwriter,DreamFinance,credit,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/credit-underwriter
crewai-agent,CrewAI Team Orchestrator,DreamAgents,autonomous-agent,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crewai-agent
crisis-hotline,Crisis Hotline Manager,DreamSocial,crisis-services,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crisis-hotline
crisis-management,Crisis Management Platform,DreamProtection,crisis-response,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crisis-management
crm-exporter,CRM Export Connector,DreamFlow,crm-export,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crm-exporter
crm_automation_bot,Crm Automation Bot,DreamPayments,dreamco-system,active,built_and_test_covered,ready_for_test_run,1,2,True,standard,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_ready,True,True,bots/crm_automation_bot
cro-engine,A/B Testing & CRO Engine,DreamSalesPro,conversion,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cro-engine
crop-planner,Crop Planning Advisor,DreamAgriculture,crop-management,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crop-planner
cross-border-ma,Cross-Border M&A Bot,DreamGlobal,cross-border-ma,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-border-ma
cross-border-pay,Cross-Border Payment Engine,DreamPayments,international,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-border-pay
cross-border-payments,Cross-Border Payments Bot,DreamGlobal,payments,active,built_and_test_covered,ready_for_test_run,1,1,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-border-payments
cross-border-task-opt,Cross-Border Task Execution Optimizer,DreamPlanetary,cross-border-ops,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-border-task-opt
cross-chain-bridge,Cross-Chain Bridge Monitor,DreamCrypto,cross-chain,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-chain-bridge
cross-continent-redundancy,Cross-Continent Redundancy Optimizer,DreamPlanetary,redundancy-optimization,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-continent-redundancy
cross-dept-harmonizer,Cross-Departmental Decision Harmonizer,DreamDecision,decision-harmonization,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-dept-harmonizer
cross-entity-governance,Cross-Entity Governance Validator,DreamLegal,governance-validation,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-entity-governance
cross-industry-influence,Cross-Industry Influence Detector,DreamInfluence,cross-industry,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-industry-influence
cross-jurisdiction-compliance,Cross-Jurisdiction Compliance Validator,DreamLegal,jurisdiction-compliance,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-jurisdiction-compliance
cross-region-deploy,Cross-Region Deployment Analyzer,DreamPlanetary,deployment-analysis,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-region-deploy
cross-sell-engine,Cross-Sell & Upsell Engine,DreamRetail,cross-sell-upsell,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-sell-engine
cross-team-efficiency,Cross-Team Efficiency Optimizer,DreamOps,team-efficiency,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-team-efficiency
cross-tenant-correlation,Cross-Tenant Attack Correlator,DreamCyber,attack-correlation,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cross-tenant-correlation
crowd-management,Crowd Management AI,DreamProtection,crowd-control,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crowd-management
crypto-compliance,Crypto Compliance Monitor,DreamCrypto,compliance,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crypto-compliance
crypto-fund-mgr,Crypto Fund Manager,DreamCrypto,fund-management,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crypto-fund-mgr
crypto-news,Crypto News Aggregator,DreamCrypto,news,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crypto-news
crypto-security,Crypto Security Vault,DreamCrypto,security,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crypto-security
crypto-staking,Crypto Staking Optimizer,DreamFinance,investing,active,built_and_test_covered,ready_for_test_run,1,1,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crypto-staking
crypto-tax,Crypto Tax Calculator,DreamCrypto,tax,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crypto-tax
crypto-trading,Crypto Trading Bot,DreamFinance,trading,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/crypto-trading
crypto_bot,Crypto Bot,DreamFinance,dreamco-system,active,built_and_test_covered,ready_for_test_run,8,1,True,high,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_candidate_approval_required,True,False,bots/crypto_bot
cultural-intel,Cultural Intelligence Bot,DreamGlobal,cultural-intelligence,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cultural-intel
currency-hedging,Currency Hedging Bot,DreamGlobal,currency-hedging,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/currency-hedging
curriculum-mapper,Curriculum Mapping Tool,DreamEducation,curriculum-design,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/curriculum-mapper
customer-data,Customer Data Platform,DreamData,cdp,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/customer-data
customer-discovery,Customer Discovery Engine,DreamBizLaunch,validation,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/customer-discovery
customer-segmentation,Customer Segmentation AI,DreamRetail,customer-segmentation,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/customer-segmentation
customer_support_bot,Customer Support Bot,DreamPayments,dreamco-system,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_ready,True,True,bots/customer_support_bot
customs-clearance,Customs Clearance Automator,DreamTransport,customs,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/customs-clearance
customs-tariffs,Customs & Tariff Bot,DreamGlobal,customs,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/customs-tariffs
cyber-physical,Cyber-Physical Security Bridge,DreamProtection,convergence,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cyber-physical
cyberattack-predictor,Cyberattack Pattern Predictor,DreamCyber,threat-prediction,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cyberattack-predictor
cybersecurity-bot,Cybersecurity Bot,DreamCyber,dreamco-system,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_direct_test_coverage,Promote generated contracts into direct unit or integration tests for the bot.,framework-compliance.yml,not_ready_needs_tests,False,False,bots/cybersecurity-bot
cybersecurity-mil,Military Cybersecurity Monitor,DreamMilitary,cybersecurity,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/cybersecurity-mil
daily-report-gen,Daily Report Generator,DreamConstruction,reporting,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/daily-report-gen
dairy-manager,Dairy Farm Manager,DreamAgriculture,dairy,active,built_contract_ready,ready_for_contract_testing,1,0,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/dairy-manager
dao-governance,DAO Governance Manager,DreamCrypto,governance,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/dao-governance
dark-web-monitor,Dark Web Risk Monitor,DreamCyber,dark-web-monitoring,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/dark-web-monitor
data-analysis-sci,Scientific Data Analyzer,DreamScience,data-analysis,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/data-analysis-sci
data-catalog,Data Catalog Bot,DreamData,data-catalog,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/data-catalog
data-cleaner,Data Cleaning Bot,DreamFlow,data-cleaning,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/data-cleaner
data-governance,Data Governance Bot,DreamData,data-governance,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/data-governance
data-lake,Data Lake Manager,DreamData,data-lake,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/data-lake
data-monetization,Data Monetization Bot,DreamData,data-monetization,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/data-monetization
data-quality,Data Quality Monitor,DreamData,data-quality,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/data-quality
data-quality-engine,Training Data Quality Engine,DreamAIInfra,data-quality,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/data-quality-engine
data-scientist,Data Science Agent,DreamData,analytics,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/data-scientist
data-sync,Data Sync Bot,DreamAutomation,data-sync,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/data-sync
data-warehouse,Data Warehouse Optimizer,DreamData,data-warehouse,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/data-warehouse
dataforge,Dataforge,DreamAgents,dreamco-system,active,built_contract_ready,ready_for_contract_testing,4,0,True,standard,needs_direct_test_coverage,Promote generated contracts into direct unit or integration tests for the bot.,framework-compliance.yml,not_ready_needs_tests,False,False,bots/dataforge
db-designer,Database Schema Designer,DreamCodeLab,database,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/db-designer
deal-intelligence,Deal Intelligence & Forecaster,DreamSalesPro,intelligence,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/deal-intelligence
deal_finder_bot,Deal Finder Bot,DreamFinance,dreamco-system,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,on_full_code_path,"Run existing tests, keep contracts current, and expand behavior through reviewed pull requests.",pr-test-validation.yml,production_ready,True,True,bots/deal_finder_bot
debt-payoff,Debt Payoff Strategist,DreamLoans,debt-management,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/debt-payoff
debug-detective,Debug Detective AI,DreamCodeLab,debugging,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/debug-detective
decision-confidence,Decision Confidence Scorer,DreamDecision,confidence-scoring,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/decision-confidence
decision-validator,Strategic Decision Validator,DreamDecision,decision-validation,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/decision-validator
deep-link-mgr,Deep Link Manager Bot,DreamCodeLab,mobile,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/deep-link-mgr
deep-research-agent,Deep Research Agent,DreamAgents,autonomous-agent,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/deep-research-agent
defense-analytics-elite,Defense Analytics Platform,DreamMilitary,analytics,active,built_and_test_covered,ready_for_test_run,1,1,True,high,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/defense-analytics-elite
defi-yield,DeFi Yield Optimizer,DreamCrypto,yield-farming,active,built_and_test_covered,ready_for_test_run,1,1,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/defi-yield
deliverability-mgr,Deliverability & Inbox Manager,DreamSalesPro,outreach,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/deliverability-mgr
deliverable-tracker,Deliverable Tracking Bot,DreamProServices,deliverable-tracking,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/deliverable-tracker
delivery-integration,Delivery Platform Integrator,DreamFood,delivery,active,built_and_test_covered,ready_for_test_run,1,2,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/delivery-integration
delivery-rating,Delivery Performance Rater,DreamTransport,performance,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/delivery-rating
demand-fluctuation,Demand Fluctuation Predictor,DreamCustIntel,demand-prediction,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/demand-fluctuation
demand-forecaster,Demand Forecasting Bot,DreamRetail,demand-forecasting,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/demand-forecaster
demand-planner,Demand Planning Bot,DreamTrade,demand-planning,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/demand-planner
deployment-checklist,Deployment Preparation Checklist,DreamMilitary,deployment,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/deployment-checklist
deployment-manager,Model Deployment Manager,DreamAIInfra,deployment,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/deployment-manager
deployment-mgr,Deployment Pipeline Manager,DreamCodeLab,deployment,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/deployment-mgr
derivatives-strategy,Derivatives Strategy AI,DreamFinance,trading,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/derivatives-strategy
devin-agent,Devin Software Engineer Agent,DreamAgents,autonomous-agent,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/devin-agent
devops-analytics-elite,DevOps Intelligence Suite,DreamCodeLab,analytics,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/devops-analytics-elite
devops_bot,Devops Bot,DreamMarket,dreamco-system,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_direct_test_coverage,Promote generated contracts into direct unit or integration tests for the bot.,framework-compliance.yml,not_ready_needs_tests,False,False,bots/devops_bot
digestive_bot,Digestive Bot,DreamMarket,dreamco-system,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/digestive_bot
digital-franchise,Digital Franchise Bot,DreamMarket,digital-franchise,active,built_contract_ready,ready_for_contract_testing,1,0,True,standard,needs_placeholder_review,"Review placeholder-like markers, replace stubs with real behavior, then add or run focused tests.",dreamco-debug-audit.yml,not_ready_placeholder_review,False,False,bots/digital-franchise
